X=-0.163 Y=123.889 Z=155.000,X=-0.047 Y=1.000 Z=-0.016,X=0.874 Y=0.002
X=-7.107 Y=121.783 Z=35.000,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.200
X=-7.107 Y=121.783 Z=5.000,X=-0.535 Y=0.843 Z=-0.008,X=0.827 Y=0.250
X=-0.163 Y=123.889 Z=125.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.052
X=2.276 Y=123.649 Z=155.000,X=0.157 Y=0.984 Z=-0.008,X=0.889 Y=0.002
X=-4.946 Y=122.938 Z=35.000,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.200
X=-4.946 Y=122.938 Z=5.000,X=-0.362 Y=0.929 Z=-0.008,X=0.843 Y=0.250
X=-4.946 Y=122.938 Z=65.000,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.151
X=-2.601 Y=123.649 Z=35.000,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.200
X=-2.601 Y=123.649 Z=5.000,X=-0.173 Y=0.984 Z=-0.008,X=0.858 Y=0.250
X=-2.601 Y=123.649 Z=65.000,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.151
X=-2.601 Y=123.649 Z=95.000,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.101
X=-0.163 Y=123.889 Z=95.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.101
X=-0.163 Y=123.889 Z=65.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.151
X=-0.163 Y=123.889 Z=35.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.200
X=-0.163 Y=123.889 Z=5.000,X=0.031 Y=1.000 Z=-0.016,X=0.874 Y=0.250
X=2.276 Y=123.649 Z=125.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.052
X=4.621 Y=122.938 Z=155.000,X=0.354 Y=0.937 Z=-0.016,X=0.905 Y=0.002
X=2.276 Y=123.649 Z=95.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.101
X=4.621 Y=122.938 Z=125.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.052
X=6.782 Y=121.783 Z=155.000,X=0.528 Y=0.850 Z=-0.016,X=0.920 Y=0.002
X=2.276 Y=123.649 Z=65.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.151
X=4.621 Y=122.938 Z=95.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.101
X=6.782 Y=121.783 Z=125.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.052
X=8.676 Y=120.228 Z=155.000,X=0.685 Y=0.732 Z=-0.016,X=0.936 Y=0.002
X=2.276 Y=123.649 Z=35.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.200
X=2.276 Y=123.649 Z=5.000,X=0.228 Y=0.976 Z=-0.016,X=0.889 Y=0.250
X=8.676 Y=120.228 Z=125.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.052
X=10.231 Y=118.334 Z=155.000,X=0.811 Y=0.583 Z=-0.016,X=0.951 Y=0.002
X=4.621 Y=122.938 Z=35.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.200
X=4.621 Y=122.938 Z=5.000,X=0.417 Y=0.906 Z=-0.016,X=0.905 Y=0.250
X=4.621 Y=122.938 Z=65.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.151
X=6.782 Y=121.783 Z=35.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.200
X=6.782 Y=121.783 Z=5.000,X=0.583 Y=0.811 Z=-0.016,X=0.920 Y=0.250
X=6.782 Y=121.783 Z=65.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.151
X=6.782 Y=121.783 Z=95.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.101
X=8.676 Y=120.228 Z=95.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.101
X=8.676 Y=120.228 Z=65.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.151
X=8.676 Y=120.228 Z=35.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.200
X=8.676 Y=120.228 Z=5.000,X=0.732 Y=0.685 Z=-0.016,X=0.936 Y=0.250
X=10.231 Y=118.334 Z=125.000,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.052
X=11.386 Y=116.173 Z=155.000,X=0.906 Y=0.417 Z=-0.016,X=0.967 Y=0.002
X=10.231 Y=118.334 Z=95.000,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.101
X=11.386 Y=116.173 Z=125.000,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.052
X=12.097 Y=113.828 Z=155.000,X=0.976 Y=0.228 Z=-0.016,X=0.982 Y=0.002
X=10.231 Y=118.334 Z=65.000,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.151
X=11.386 Y=116.173 Z=95.000,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.101
X=12.097 Y=113.828 Z=125.000,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.052
X=12.337 Y=111.389 Z=155.000,X=1.000 Y=0.031 Z=-0.016,X=0.998 Y=0.002
X=12.337 Y=111.389 Z=125.000,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.052
X=12.097 Y=113.828 Z=95.000,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.101
X=12.337 Y=111.389 Z=95.000,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.101
X=11.386 Y=116.173 Z=65.000,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.151
X=12.097 Y=113.828 Z=65.000,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.151
X=12.337 Y=111.389 Z=65.000,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.151
X=10.231 Y=118.334 Z=35.000,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.200
X=10.231 Y=118.334 Z=5.000,X=0.850 Y=0.528 Z=-0.016,X=0.951 Y=0.250
X=11.386 Y=116.173 Z=35.000,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.200
X=11.386 Y=116.173 Z=5.000,X=0.937 Y=0.354 Z=-0.016,X=0.967 Y=0.250
X=12.097 Y=113.828 Z=35.000,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.200
X=12.097 Y=113.828 Z=5.000,X=0.984 Y=0.157 Z=-0.008,X=0.982 Y=0.250
X=12.337 Y=111.389 Z=35.000,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.200
X=12.337 Y=111.389 Z=5.000,X=1.000 Y=-0.047 Z=-0.016,X=0.998 Y=0.250
X=12.337 Y=-112.047 Z=125.000,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.052
X=12.097 Y=-114.486 Z=155.000,X=0.984 Y=-0.173 Z=-0.008,X=0.517 Y=0.002
X=12.337 Y=-112.047 Z=155.000,X=1.000 Y=0.031 Z=-0.016,X=0.502 Y=0.002
X=12.097 Y=-114.486 Z=125.000,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.052
X=12.337 Y=-112.047 Z=95.000,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.101
X=11.386 Y=-116.831 Z=155.000,X=0.929 Y=-0.362 Z=-0.008,X=0.533 Y=0.002
X=12.097 Y=-114.486 Z=95.000,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.101
X=12.337 Y=-112.047 Z=65.000,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.151
X=11.386 Y=-116.831 Z=125.000,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.052
X=10.231 Y=-118.992 Z=155.000,X=0.843 Y=-0.535 Z=-0.008,X=0.548 Y=0.002
X=12.097 Y=-114.486 Z=65.000,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.151
X=12.337 Y=-112.047 Z=35.000,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.200
X=11.386 Y=-116.831 Z=95.000,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.101
X=10.231 Y=-118.992 Z=125.000,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.052
X=8.676 Y=-120.886 Z=155.000,X=0.724 Y=-0.693 Z=-0.008,X=0.564 Y=0.002
X=12.097 Y=-114.486 Z=35.000,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.200
X=12.337 Y=-112.047 Z=5.000,X=1.000 Y=-0.047 Z=-0.016,X=0.502 Y=0.250
X=12.097 Y=-114.486 Z=5.000,X=0.969 Y=-0.236 Z=-0.008,X=0.517 Y=0.250
X=8.676 Y=-120.886 Z=125.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.052
X=6.782 Y=-122.441 Z=155.000,X=0.567 Y=-0.819 Z=0.000,X=0.579 Y=0.002
X=11.386 Y=-116.831 Z=35.000,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.200
X=11.386 Y=-116.831 Z=5.000,X=0.906 Y=-0.425 Z=-0.008,X=0.533 Y=0.250
X=11.386 Y=-116.831 Z=65.000,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.151
X=10.231 Y=-118.992 Z=35.000,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.200
X=10.231 Y=-118.992 Z=5.000,X=0.811 Y=-0.591 Z=-0.008,X=0.548 Y=0.250
X=10.231 Y=-118.992 Z=65.000,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.151
X=10.231 Y=-118.992 Z=95.000,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.101
X=8.676 Y=-120.886 Z=95.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.101
X=8.676 Y=-120.886 Z=65.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.151
X=8.676 Y=-120.886 Z=35.000,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.200
X=8.676 Y=-120.886 Z=5.000,X=0.677 Y=-0.740 Z=-0.008,X=0.564 Y=0.250
X=6.782 Y=-122.441 Z=125.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.052
X=4.621 Y=-123.596 Z=155.000,X=0.402 Y=-0.913 Z=0.000,X=0.595 Y=0.002
X=6.782 Y=-122.441 Z=95.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.101
X=4.621 Y=-123.596 Z=125.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.052
X=2.276 Y=-124.307 Z=155.000,X=0.213 Y=-0.976 Z=0.000,X=0.610 Y=0.002
X=6.782 Y=-122.441 Z=65.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.151
X=4.621 Y=-123.596 Z=95.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.101
X=2.276 Y=-124.307 Z=125.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.052
X=-0.163 Y=-124.547 Z=155.000,X=0.016 Y=-1.000 Z=0.000,X=0.625 Y=0.002
X=6.782 Y=-122.441 Z=35.000,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.200
X=6.782 Y=-122.441 Z=5.000,X=0.520 Y=-0.858 Z=-0.008,X=0.579 Y=0.250
X=-0.163 Y=-124.547 Z=125.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.052
X=-2.601 Y=-124.307 Z=155.000,X=-0.165 Y=-0.984 Z=0.000,X=0.641 Y=0.002
X=4.621 Y=-123.596 Z=35.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.200
X=4.621 Y=-123.596 Z=5.000,X=0.339 Y=-0.937 Z=0.000,X=0.595 Y=0.250
X=4.621 Y=-123.596 Z=65.000,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.151
X=2.276 Y=-124.307 Z=35.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.200
X=2.276 Y=-124.307 Z=5.000,X=0.150 Y=-0.992 Z=0.000,X=0.610 Y=0.250
X=2.276 Y=-124.307 Z=65.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.151
X=2.276 Y=-124.307 Z=95.000,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.101
X=-0.163 Y=-124.547 Z=95.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.101
X=-0.163 Y=-124.547 Z=65.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.151
X=-0.163 Y=-124.547 Z=35.000,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.200
X=-0.163 Y=-124.547 Z=5.000,X=-0.031 Y=-1.000 Z=0.000,X=0.625 Y=0.250
X=-2.601 Y=-124.307 Z=125.000,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.052
X=-4.946 Y=-123.596 Z=155.000,X=-0.354 Y=-0.937 Z=0.000,X=0.657 Y=0.002
X=-2.601 Y=-124.307 Z=95.000,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.101
X=-4.946 Y=-123.596 Z=125.000,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.052
X=-7.107 Y=-122.441 Z=155.000,X=-0.528 Y=-0.850 Z=0.000,X=0.672 Y=0.002
X=-2.601 Y=-124.307 Z=65.000,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.151
X=-4.946 Y=-123.596 Z=95.000,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.101
X=-7.107 Y=-122.441 Z=125.000,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.052
X=-9.001 Y=-120.886 Z=155.000,X=-0.685 Y=-0.732 Z=0.000,X=0.688 Y=0.002
X=-2.601 Y=-124.307 Z=35.000,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.200
X=-2.601 Y=-124.307 Z=5.000,X=-0.228 Y=-0.976 Z=0.000,X=0.641 Y=0.250
X=-9.001 Y=-120.886 Z=125.000,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.052
X=-10.556 Y=-118.992 Z=155.000,X=-0.811 Y=-0.583 Z=0.000,X=0.703 Y=0.002
X=-4.946 Y=-123.596 Z=35.000,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.200
X=-4.946 Y=-123.596 Z=5.000,X=-0.417 Y=-0.906 Z=0.000,X=0.657 Y=0.250
X=-4.946 Y=-123.596 Z=65.000,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.151
X=-7.107 Y=-122.441 Z=35.000,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.200
X=-7.107 Y=-122.441 Z=5.000,X=-0.583 Y=-0.811 Z=0.000,X=0.672 Y=0.250
X=-7.107 Y=-122.441 Z=65.000,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.151
X=-7.107 Y=-122.441 Z=95.000,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.101
X=-9.001 Y=-120.886 Z=95.000,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.101
X=-9.001 Y=-120.886 Z=65.000,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.151
X=-9.001 Y=-120.886 Z=35.000,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.200
X=-9.001 Y=-120.886 Z=5.000,X=-0.732 Y=-0.685 Z=0.000,X=0.688 Y=0.250
X=-10.556 Y=-118.992 Z=125.000,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.052
X=-11.711 Y=-116.831 Z=155.000,X=-0.906 Y=-0.417 Z=0.000,X=0.719 Y=0.002
X=-10.556 Y=-118.992 Z=95.000,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.101
X=-11.711 Y=-116.831 Z=125.000,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.052
X=-12.422 Y=-114.486 Z=155.000,X=-0.976 Y=-0.228 Z=0.000,X=0.734 Y=0.002
X=-10.556 Y=-118.992 Z=65.000,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.151
X=-11.711 Y=-116.831 Z=95.000,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.101
X=-12.422 Y=-114.486 Z=125.000,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.052
X=-12.663 Y=-112.047 Z=155.000,X=-1.000 Y=-0.031 Z=0.000,X=0.750 Y=0.002
X=-10.556 Y=-118.992 Z=35.000,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.200
X=-10.556 Y=-118.992 Z=5.000,X=-0.850 Y=-0.528 Z=0.000,X=0.703 Y=0.250
X=-12.663 Y=-112.047 Z=125.000,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.052
X=-12.422 Y=-109.609 Z=155.000,X=-0.992 Y=0.150 Z=0.000,X=0.765 Y=0.002
X=-11.711 Y=-116.831 Z=35.000,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.200
X=-11.711 Y=-116.831 Z=5.000,X=-0.937 Y=-0.354 Z=0.000,X=0.719 Y=0.250
X=-11.711 Y=-116.831 Z=65.000,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.151
X=-12.422 Y=-114.486 Z=35.000,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.200
X=-12.422 Y=-114.486 Z=5.000,X=-0.984 Y=-0.165 Z=0.000,X=0.734 Y=0.250
X=-12.422 Y=-114.486 Z=65.000,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.151
X=-12.422 Y=-114.486 Z=95.000,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.101
X=-12.663 Y=-112.047 Z=95.000,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.101
X=-12.663 Y=-112.047 Z=65.000,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.151
X=-12.663 Y=-112.047 Z=35.000,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.200
X=-12.663 Y=-112.047 Z=5.000,X=-1.000 Y=0.016 Z=0.000,X=0.750 Y=0.250
X=-12.422 Y=-109.609 Z=125.000,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.052
X=-11.711 Y=-107.264 Z=155.000,X=-0.937 Y=0.339 Z=0.000,X=0.781 Y=0.002
X=-12.422 Y=-109.609 Z=95.000,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.101
X=-11.711 Y=-107.264 Z=125.000,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.052
X=-10.556 Y=-105.103 Z=155.000,X=-0.858 Y=0.520 Z=-0.008,X=0.796 Y=0.002
X=-12.422 Y=-109.609 Z=65.000,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.151
X=-11.711 Y=-107.264 Z=95.000,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.101
X=-10.556 Y=-105.103 Z=125.000,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.052
X=-9.001 Y=-103.209 Z=155.000,X=-0.740 Y=0.677 Z=-0.008,X=0.812 Y=0.002
X=-12.422 Y=-109.609 Z=35.000,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.200
X=-12.422 Y=-109.609 Z=5.000,X=-0.976 Y=0.213 Z=0.000,X=0.765 Y=0.250
X=-9.001 Y=-103.209 Z=125.000,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.052
X=-7.107 Y=-101.654 Z=155.000,X=-0.591 Y=0.811 Z=-0.008,X=0.827 Y=0.002
X=-11.711 Y=-107.264 Z=35.000,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.200
X=-11.711 Y=-107.264 Z=5.000,X=-0.913 Y=0.402 Z=0.000,X=0.781 Y=0.250
X=-11.711 Y=-107.264 Z=65.000,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.151
X=-10.556 Y=-105.103 Z=35.000,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.200
X=-10.556 Y=-105.103 Z=5.000,X=-0.819 Y=0.567 Z=0.000,X=0.796 Y=0.250
X=-10.556 Y=-105.103 Z=65.000,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.151
X=-10.556 Y=-105.103 Z=95.000,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.101
X=-9.001 Y=-103.209 Z=95.000,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.101
X=-9.001 Y=-103.209 Z=65.000,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.151
X=-9.001 Y=-103.209 Z=35.000,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.200
X=-9.001 Y=-103.209 Z=5.000,X=-0.693 Y=0.724 Z=-0.008,X=0.812 Y=0.250
X=-7.107 Y=-101.654 Z=125.000,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.052
X=-4.946 Y=-100.499 Z=155.000,X=-0.425 Y=0.906 Z=-0.008,X=0.843 Y=0.002
X=-7.107 Y=-101.654 Z=95.000,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.101
X=-4.946 Y=-100.499 Z=125.000,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.052
X=-2.601 Y=-99.788 Z=155.000,X=-0.236 Y=0.969 Z=-0.008,X=0.858 Y=0.002
X=-7.107 Y=-101.654 Z=65.000,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.151
X=-4.946 Y=-100.499 Z=95.000,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.101
X=-2.601 Y=-99.788 Z=125.000,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.052
X=-0.163 Y=-99.547 Z=155.000,X=-0.047 Y=1.000 Z=-0.016,X=0.874 Y=0.002
X=-7.107 Y=-101.654 Z=35.000,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.200
X=-7.107 Y=-101.654 Z=5.000,X=-0.535 Y=0.843 Z=-0.008,X=0.827 Y=0.250
X=-0.163 Y=-99.547 Z=125.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.052
X=2.276 Y=-99.788 Z=155.000,X=0.157 Y=0.984 Z=-0.008,X=0.889 Y=0.002
X=-4.946 Y=-100.499 Z=35.000,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.200
X=-4.946 Y=-100.499 Z=5.000,X=-0.362 Y=0.929 Z=-0.008,X=0.843 Y=0.250
X=-4.946 Y=-100.499 Z=65.000,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.151
X=-2.601 Y=-99.788 Z=35.000,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.200
X=-2.601 Y=-99.788 Z=5.000,X=-0.173 Y=0.984 Z=-0.008,X=0.858 Y=0.250
X=-2.601 Y=-99.788 Z=65.000,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.151
X=-2.601 Y=-99.788 Z=95.000,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.101
X=-0.163 Y=-99.547 Z=95.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.101
X=-0.163 Y=-99.547 Z=65.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.151
X=-0.163 Y=-99.547 Z=35.000,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.200
X=-0.163 Y=-99.547 Z=5.000,X=0.031 Y=1.000 Z=-0.016,X=0.874 Y=0.250
X=2.276 Y=-99.788 Z=125.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.052
X=4.621 Y=-100.499 Z=155.000,X=0.354 Y=0.937 Z=-0.016,X=0.905 Y=0.002
X=2.276 Y=-99.788 Z=95.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.101
X=4.621 Y=-100.499 Z=125.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.052
X=6.782 Y=-101.654 Z=155.000,X=0.528 Y=0.850 Z=-0.016,X=0.920 Y=0.002
X=2.276 Y=-99.788 Z=65.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.151
X=4.621 Y=-100.499 Z=95.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.101
X=6.782 Y=-101.654 Z=125.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.052
X=8.676 Y=-103.209 Z=155.000,X=0.685 Y=0.732 Z=-0.016,X=0.936 Y=0.002
X=2.276 Y=-99.788 Z=35.000,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.200
X=2.276 Y=-99.788 Z=5.000,X=0.228 Y=0.976 Z=-0.016,X=0.889 Y=0.250
X=8.676 Y=-103.209 Z=125.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.052
X=10.231 Y=-105.103 Z=155.000,X=0.811 Y=0.583 Z=-0.016,X=0.951 Y=0.002
X=4.621 Y=-100.499 Z=35.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.200
X=4.621 Y=-100.499 Z=5.000,X=0.417 Y=0.906 Z=-0.016,X=0.905 Y=0.250
X=4.621 Y=-100.499 Z=65.000,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.151
X=6.782 Y=-101.654 Z=35.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.200
X=6.782 Y=-101.654 Z=5.000,X=0.583 Y=0.811 Z=-0.016,X=0.920 Y=0.250
X=6.782 Y=-101.654 Z=65.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.151
X=6.782 Y=-101.654 Z=95.000,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.101
X=8.676 Y=-103.209 Z=95.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.101
X=8.676 Y=-103.209 Z=65.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.151
X=8.676 Y=-103.209 Z=35.000,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.200
X=8.676 Y=-103.209 Z=5.000,X=0.732 Y=0.685 Z=-0.016,X=0.936 Y=0.250
X=10.231 Y=-105.103 Z=125.000,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.052
X=11.386 Y=-107.264 Z=155.000,X=0.906 Y=0.417 Z=-0.016,X=0.967 Y=0.002
X=10.231 Y=-105.103 Z=95.000,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.101
X=11.386 Y=-107.264 Z=125.000,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.052
X=12.097 Y=-109.609 Z=155.000,X=0.976 Y=0.228 Z=-0.016,X=0.982 Y=0.002
X=10.231 Y=-105.103 Z=65.000,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.151
X=11.386 Y=-107.264 Z=95.000,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.101
X=12.097 Y=-109.609 Z=125.000,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.052
X=12.337 Y=-112.047 Z=155.000,X=1.000 Y=0.031 Z=-0.016,X=0.998 Y=0.002
X=12.337 Y=-112.047 Z=125.000,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.052
X=12.097 Y=-109.609 Z=95.000,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.101
X=12.337 Y=-112.047 Z=95.000,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.101
X=11.386 Y=-107.264 Z=65.000,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.151
